GameID,Date,Hometeam,Awayteam,Homescore,Awayscore,HFTA,AFTA,Ref,Ref,Ref
241,2015-11-28,GSW,SAC,120,101,31,15,Bennie Adams,Ron Garretson,Scott Twardoski
242,2015-11-28,POR,LAL,108,96,26,23,Mike Callahan,Tyler Ford,Rodney Mott
243,2015-11-28,SAS,ATL,108,88,20,13,Marc Davis,Ben Taylor,Josh Tiven
244,2015-11-28,UTA,NOP,101,87,21,30,Curtis Blair,Sean Corbin,Tom Washington
245,2015-11-28,WAS,TOR,82,84,27,14,Dan Crawford,Eric Lewis,Gediminas Petraitis
246,2015-11-29,BRK,DET,87,83,16,21,Brian Forte,Eli Roe,Zach Zarba
247,2015-11-29,CHO,MIL,87,82,22,14,Nick Buchert,Eric Dalen,Ed Malloy
248,2015-11-29,LAC,MIN,107,99,33,21,Kevin Cutler,Courtney Kirkland,Michael Smith
249,2015-11-29,LAL,IND,103,107,22,37,Marat Kogut,Ken Mauer,Gary Zielinski
250,2015-11-29,MEM,PHI,92,84,27,16,Brent Barnaky,Tony Brothers,Leroy Richardson
251,2015-11-29,NYK,HOU,111,116,17,36,John Goble,David Jones,Haywoode Workman
252,2015-11-29,ORL,BOS,110,91,16,20,Mitchell Ervin,Scott Wall,Sean Wright
253,2015-11-29,TOR,PHO,102,107,17,20,Pat Fraher,Karl Lane,Derrick Stafford
254,2015-11-30,ATL,OKC,106,100,20,22,Kane Fitzgerald,Monty McCutchen,Leroy Richardson
255,2015-11-30,CHI,SAS,92,89,20,18,Matt Boland,Leon Wood,Zach Zarba
256,2015-11-30,DET,HOU,116,105,37,28,Marc Davis,Karl Lane,Josh Tiven
257,2015-11-30,LAC,POR,102,87,56,27,Bennie Adams,Curtis Blair,Tom Washington
258,2015-11-30,MIA,BOS,95,105,24,25,Steve Anderson,James Capers,James Williams
259,2015-11-30,MIL,DEN,92,74,22,16,Dan Crawford,Brian Forte,Derek Richardson
260,2015-11-30,SAC,DAL,112,98,44,22,Sean Corbin,Kevin Cutler,Bill Spooner
261,2015-11-30,UTA,GSW,103,106,22,15,Mike Callahan,Tyler Ford,Courtney Kirkland
262,2015-12-01,BRK,PHO,94,91,12,22,Eric Lewis,Mark Lindsay,Tre Maddox
263,2015-12-01,CLE,WAS,85,97,23,16,Brent Barnaky,Derrick Stafford,Justin Van Duyne
264,2015-12-01,MIN,ORL,93,96,38,20,Derrick Collins,Lauren Holtkamp,Rodney Mott
265,2015-12-01,NOP,MEM,104,113,33,26,Mitchell Ervin,Ed Malloy,James Williams
266,2015-12-01,PHI,LAL,103,91,23,24,Eric Dalen,John Goble,Scott Wall
267,2015-12-01,POR,DAL,112,115,17,24,Marat Kogut,Ken Mauer,Michael Smith
268,2015-12-02,ATL,TOR,86,96,16,24,Tony Brothers,Nick Buchert,Leon Wood
269,2015-12-02,CHI,DEN,99,90,27,22,Brent Barnaky,Lauren Holtkamp,Jason Phillips
270,2015-12-02,CHO,GSW,99,116,30,11,Leroy Richardson,Dedric Taylor,Sean Wright
271,2015-12-02,DET,PHO,127,122,44,15,Derrick Collins,Courtney Kirkland,Justin Van Duyne
272,2015-12-02,HOU,NOP,108,101,39,25,Brian Forte,Kevin Scott,Gary Zielinski
273,2015-12-02,LAC,IND,91,103,39,39,Mike Callahan,Sean Corbin,Tyler Ford
274,2015-12-02,NYK,PHI,99,87,22,24,Matt Boland,Monty McCutchen,Derek Richardson
275,2015-12-02,SAS,MIL,95,70,20,18,Kane Fitzgerald,Scott Foster,Scott Twardoski
276,2015-12-02,WAS,LAL,104,108,31,20,Tony Brown,David Jones,Karl Lane
277,2015-12-03,MEM,SAS,83,103,25,18,Ron Garretson,Eric Lewis,Dedric Taylor
278,2015-12-03,MIA,OKC,97,95,24,24,Dan Crawford,David Guthrie,Eli Roe
279,2015-12-03,POR,IND,123,111,20,24,Steve Anderson,James Capers,Josh Tiven
280,2015-12-03,SAC,BOS,97,114,41,24,Bennie Adams,Bill Kennedy,Ben Taylor
